hek293t	hct116	mcf7	c42b	pct_peaks
ZFAT-AS1	NA	NA	NA	NA	NA
LNX1-AS2	NA	NA	0	0	0
RP11-319E12.1	NA	NA	NA	NA	NA
SRP14-AS1	0	0	0	0	0
RP11-145G20.1	NA	NA	NA	NA	NA
RP11-386B13.4	NA	NA	NA	NA	NA
CTC-458G6.2	NA	NA	NA	NA	NA
RP11-10A14.5	NA	0	NA	0	0
CTD-2194L12.2	NA	NA	NA	0	0
OTX2-AS1	NA	NA	NA	NA	NA
RP11-159F24.6	0	NA	NA	NA	0
LINC01339	NA	NA	NA	NA	NA
EGFLAM-AS2	NA	NA	NA	NA	NA
GDNF-AS1	NA	NA	NA	NA	NA
TMEM110-MUSTN1	0	0	NA	NA	0
FLJ42969	NA	NA	NA	NA	NA
RBM14-RBM4	NA	0	0	0	0
LINC00992	NA	NA	0	0	0
OXCT1-AS1	NA	NA	NA	NA	NA
ALG1L9P	0	NA	1	1	0.666666666666667
LY75-CD302	NA	NA	NA	NA	NA
LINC01331	NA	NA	NA	NA	NA
CTD-2044J15.1	NA	NA	NA	NA	NA
ARHGAP22-IT1	NA	NA	NA	NA	NA
RP11-548L20.1	NA	NA	NA	0	0
HAS2-AS1	NA	NA	NA	NA	NA
ADGRL3-AS1	NA	NA	NA	NA	NA
CTD-2023M8.1	NA	NA	NA	NA	NA
RP11-495K9.3	NA	NA	NA	NA	NA
CTD-2316B1.2	NA	NA	NA	NA	NA
CCDC153	NA	0	0	NA	0
RP11-766F14.2	NA	NA	NA	NA	NA
RP11-1079K10.3	NA	NA	NA	NA	NA
RP11-451H23.3	NA	NA	NA	NA	NA
RP11-377G16.2	NA	NA	NA	NA	NA
NPHP3-AS1	NA	NA	NA	NA	NA
CTC-236F12.4	NA	NA	1	NA	1
EGFLAM-AS4	NA	NA	NA	NA	NA
RP11-328K4.1	NA	NA	NA	NA	NA
ACTN3	NA	NA	NA	NA	NA
CTD-2193G5.1	NA	NA	NA	NA	NA
WI2-2373I1.2	NA	NA	NA	NA	NA
LINC01207	NA	NA	NA	NA	NA
CTD-2203A3.1	NA	NA	NA	NA	NA
C8orf34-AS1	0	NA	NA	0	0
LINC01095	NA	NA	NA	NA	NA
RP11-362F19.1	NA	NA	NA	NA	NA
RP11-626H12.3	NA	NA	NA	NA	NA
CTD-2016O11.1	NA	NA	NA	NA	NA
FLJ46284	NA	NA	NA	NA	NA
LINC01574	NA	NA	NA	NA	NA
USP46-AS1	0	0	1	1	0.5
RP11-138I17.1	NA	NA	NA	NA	NA
TNFSF12-TNFSF13	NA	NA	NA	NA	NA
RP11-344G13.1	NA	NA	NA	NA	NA
C5orf17	NA	NA	0	0	0
HHIP-AS1	0	NA	NA	NA	0
FAM138E	NA	NA	NA	NA	NA
AC008834.1	NA	NA	NA	NA	NA
FMN1	NA	NA	0	NA	0
RP11-730N24.1	NA	NA	NA	NA	NA
ATP5J2-PTCD1	0	0	0	0	0
USP17L19	NA	NA	NA	NA	NA
CTD-2083E4.6	NA	NA	NA	0	0
RP11-319G6.1	0	0	0	1	0.25
USP17L22	NA	NA	NA	NA	NA
LINC01335	NA	NA	NA	NA	NA
RP11-87F15.2	NA	NA	1	1	1
RP11-960D24.1	NA	NA	NA	NA	NA
RP11-766N7.4	NA	NA	NA	NA	NA
RP11-1334A24.6	NA	NA	NA	0	0
CTB-113P19.1	NA	NA	NA	NA	NA
CTD-2015H6.3	1	1	1	1	1
FAM138D	NA	NA	NA	NA	NA
MAST4-IT1	NA	NA	NA	NA	NA
RP11-593F5.2	NA	NA	NA	NA	NA
LINC01033	0	NA	NA	NA	0
EGFLAM-AS3	NA	NA	NA	NA	NA
WSPAR	NA	NA	NA	NA	NA
C5orf66-AS1	NA	NA	NA	NA	NA
CTD-2631K10.1	NA	NA	NA	NA	NA
ZNF436-AS1	1	1	NA	NA	1
RP11-290F5.1	NA	NA	NA	NA	NA
USP17L17	NA	NA	NA	NA	NA
RP11-806K15.1	NA	NA	NA	NA	NA
HAUS5	0	0	0	0	0
CTD-2194D22.3	NA	1	1	1	1
RP11-2N5.1	NA	NA	NA	NA	NA
CTB-35F21.2	NA	NA	NA	NA	NA
EPPIN-WFDC6	NA	NA	NA	NA	NA
RP11-774O3.2	NA	NA	NA	NA	NA
RP11-562F9.2	NA	NA	NA	NA	NA
RP11-432M8.9	NA	NA	NA	NA	NA
PCDHA11	NA	NA	0	NA	0
RP11-1C1.5	NA	NA	NA	NA	NA
CTD-3028N15.1	NA	NA	NA	NA	NA
CTB-118N6.2	NA	NA	NA	NA	NA
LINC01093	NA	NA	NA	NA	NA
RP11-669N7.2	0	NA	NA	0	0
CTD-3080P12.3	NA	NA	NA	NA	NA
RP11-473L15.3	NA	NA	NA	NA	NA
ATP5L2	NA	NA	NA	NA	NA
CASC16	NA	NA	NA	NA	NA
AC195454.1	NA	NA	NA	NA	NA
TMEM150C	1	NA	1	NA	1
AC010226.4	NA	NA	1	0	0.5
RP11-665G4.1	NA	NA	NA	NA	NA
LINC00939	NA	NA	NA	NA	NA
CTC-436P18.3	NA	NA	NA	0	0
RP11-97E7.2	NA	NA	NA	NA	NA
LINC01411	NA	NA	NA	NA	NA
LINC01088	0	NA	0	0	0
APOBEC3B-AS1	0	NA	0	0	0
CTD-2194D22.4	NA	NA	NA	NA	NA
RP1-251I12.1	NA	NA	NA	NA	NA
LINC01333	NA	NA	NA	NA	NA
RP11-575F12.1	NA	1	NA	NA	1
LINC01016	NA	NA	1	NA	1
UGDH-AS1	0	NA	0	0	0
RP11-141O11.2	NA	NA	NA	0	0
CTD-2316B1.1	NA	NA	NA	NA	NA
RP11-434D9.1	NA	NA	0	NA	0
CASC11	NA	NA	NA	NA	NA
LINC01060	NA	NA	NA	NA	NA
LINC00500	NA	NA	NA	NA	NA
RP11-340A13.1	NA	NA	NA	NA	NA
RP11-1018N14.1	NA	NA	NA	NA	NA
CASC9	0	NA	NA	NA	0
RP11-1C1.4	NA	NA	NA	NA	NA
IL20RB-AS1	NA	NA	NA	NA	NA
ADAMTS19-AS1	NA	NA	0	NA	0
RP11-502M1.2	NA	NA	NA	NA	NA
CTD-2023N9.3	NA	NA	NA	NA	NA
NAIP	0	0	0	0	0
RP11-665C14.2	NA	NA	NA	NA	NA
LINC01091	NA	NA	NA	NA	NA
RP11-492O8.1	NA	NA	NA	NA	NA
ZNF324B	1	1	1	1	1
SPATS1	NA	NA	NA	NA	NA
LINC01470	NA	NA	NA	NA	NA
LINC01586	NA	NA	NA	NA	NA
CTD-2333M24.1	NA	NA	NA	NA	NA
EGFLAM-AS1	NA	NA	NA	NA	NA
CTB-161M19.4	NA	NA	NA	0	0
RP11-1079K10.5	NA	NA	NA	NA	NA
LINC01179	NA	NA	NA	NA	NA
AC006160.5	NA	NA	NA	NA	NA
RP11-402J6.1	1	NA	NA	NA	1
CTD-2151A2.1	NA	NA	NA	NA	NA
LINC01438	NA	NA	NA	NA	NA
CTD-2161F6.3	NA	NA	NA	NA	NA
RP11-148B6.1	NA	NA	NA	0	0
LINC01258	NA	NA	NA	NA	NA
CTC-558O19.1	NA	NA	NA	NA	NA
LINC01234	0	0	NA	0	0
RP11-2N5.2	NA	NA	NA	NA	NA
PPP2R2B-IT1	NA	NA	NA	NA	NA
CTD-2203K17.1	0	NA	0	0	0
CLRN2	NA	NA	NA	NA	NA
RP11-478P10.1	NA	NA	NA	NA	NA
RP11-440L14.1	1	1	1	1	1
BMPR1B-AS1	NA	NA	NA	NA	NA
LINC01187	NA	NA	NA	NA	NA
CTC-441N14.1	NA	NA	NA	NA	NA
RP13-612N21.1	NA	NA	NA	NA	NA
RP11-703G6.1	0	NA	0	0	0
RP11-422J15.1	NA	NA	NA	NA	NA
RP11-610J23.1	NA	NA	NA	NA	NA
LINC00942	NA	NA	NA	NA	NA
CTC-329D1.2	1	NA	1	1	1
HOXC13-AS	0	NA	0	0	0
C5orf66-AS2	NA	NA	NA	NA	NA
RP11-310P5.1	NA	NA	NA	NA	NA
RP11-321E2.4	NA	NA	NA	NA	NA
LINC01259	NA	NA	NA	NA	NA
CARMN	NA	NA	NA	NA	NA
NOP14-AS1	0	1	1	1	0.75
THEGL	NA	NA	NA	NA	NA
RP11-415C15.2	NA	NA	NA	NA	NA
SRD5A3-AS1	1	NA	1	0	0.666666666666667
ZNF564	1	1	1	1	1
RP11-588P8.1	NA	NA	NA	NA	NA
FER1L5	NA	NA	NA	NA	NA
RP11-44F21.3	NA	NA	NA	NA	NA
OR10J4	NA	NA	NA	NA	NA
RP11-83M16.5	NA	NA	NA	NA	NA
OSMR-AS1	NA	NA	NA	NA	NA
RP11-308K2.1	NA	NA	NA	NA	NA
ECSCR	NA	NA	NA	NA	NA
CTD-2143L24.1	NA	NA	NA	NA	NA
CTD-2061E9.1	NA	NA	NA	NA	NA
EAF1-AS1	NA	NA	NA	0	0
RP11-20D14.6	0	NA	0	0	0
CTD-3179P9.1	NA	NA	NA	NA	NA
LINC01377	NA	NA	NA	NA	NA
USP17L21	NA	NA	NA	NA	NA
RP11-269F21.3	NA	NA	0	NA	0
LINC00964	NA	NA	NA	NA	NA
CTD-2201I18.1	NA	NA	NA	0	0
RP11-121L11.3	NA	NA	NA	NA	NA
CCDC37-AS1	NA	NA	NA	NA	NA
VCAN-AS1	0	NA	NA	NA	0
RP11-77P16.4	NA	NA	NA	NA	NA
HS3ST5	NA	NA	NA	NA	NA
RP11-420O16.1	NA	NA	NA	NA	NA
PVT1	1	1	1	1	1
LGALS16	NA	NA	NA	NA	NA
RP11-115J23.1	NA	NA	0	0	0
RP11-983C2.2	NA	NA	NA	NA	NA
RP11-665I14.1	NA	NA	NA	NA	NA
RNF103-CHMP3	1	NA	1	0	0.666666666666667
ARHGEF38-IT1	NA	NA	NA	NA	NA
MCPH1-AS1	NA	NA	NA	1	1
CTD-2175A23.1	NA	NA	NA	NA	NA
RP5-1029K10.2	NA	NA	NA	NA	NA
PDCD6	0	0	1	1	0.5
LINC00536	NA	NA	NA	NA	NA
XXbac-B444P24.8	NA	NA	NA	NA	NA
GOLGA8K	0	0	NA	NA	0
RP11-454P21.1	NA	NA	NA	NA	NA
GBA3	NA	NA	NA	0	0
CCDC79	NA	NA	NA	NA	NA
TMEM158	1	1	NA	0	0.666666666666667
BFSP2-AS1	NA	NA	NA	NA	NA
RP11-359P5.1	NA	NA	NA	NA	NA
RP11-814P5.1	NA	NA	NA	NA	NA
RP11-124N2.1	0	NA	0	0	0
C15orf38-AP3S2	0	0	0	1	0.25
SLC7A11-AS1	NA	NA	NA	NA	NA
RP11-91J3.2	NA	NA	NA	NA	NA
LINC00603	NA	NA	NA	NA	NA
LINC01018	NA	NA	NA	NA	NA
RP11-778J15.1	NA	NA	NA	NA	NA
YJEFN3	0	0	0	0	0
CTC-529P8.1	NA	NA	NA	NA	NA
RP11-677M14.3	NA	NA	NA	NA	NA
DNAH10OS	NA	NA	NA	NA	NA
NREP-AS1	NA	NA	NA	NA	NA
RP11-314N14.1	NA	NA	NA	NA	NA
RP11-380D23.2	NA	NA	NA	NA	NA
ANKRD33B-AS1	NA	NA	NA	NA	NA
CACNA1G-AS1	NA	NA	NA	NA	NA
RP11-417F21.1	NA	NA	0	NA	0
PCDHA10	NA	NA	NA	NA	NA
RP11-707A18.1	NA	NA	NA	NA	NA
CTD-2117L12.1	0	NA	NA	NA	0
RP11-130F10.1	NA	NA	NA	NA	NA
HOXC-AS2	1	NA	NA	NA	1
RP11-208N20.1	NA	NA	NA	NA	NA
ARPC4-TTLL3	0	0	0	NA	0
CTC-498M16.2	NA	NA	NA	NA	NA
RP11-381K20.2	1	NA	NA	1	1
RP11-268P4.5	NA	NA	NA	NA	NA
RASA2-IT1	NA	NA	NA	NA	NA
MYLK-AS2	NA	NA	NA	NA	NA
RP11-292B1.2	NA	NA	NA	NA	NA
RP11-143A12.3	NA	NA	NA	NA	NA
FZD10-AS1	NA	NA	NA	NA	NA
ALDH1L1-AS1	NA	NA	NA	NA	NA
RP11-692D12.1	NA	NA	NA	1	1
CTC-338M12.5	0	1	0	1	0.5
LINC01216	NA	NA	NA	NA	NA
RP11-9G1.3	NA	NA	NA	NA	NA
CTD-2350J17.1	NA	NA	NA	NA	NA
RP11-342A1.1	NA	NA	NA	NA	NA
PTTG2	NA	NA	NA	NA	NA
RP11-765K14.1	NA	NA	NA	NA	NA
LINC01612	NA	NA	NA	NA	NA
RDH10-AS1	NA	NA	NA	NA	NA
GIMD1	NA	NA	NA	NA	NA
LINC01618	NA	NA	NA	NA	NA
RP11-356J5.12	NA	0	0	0	0
KIAA1456	NA	NA	NA	NA	NA
CTC-345K18.2	NA	NA	NA	NA	NA
ZNF718	NA	NA	1	1	1
RP11-5P22.3	NA	NA	NA	NA	NA
SMIM20	0	0	1	0	0.25
CTD-2269F5.1	NA	NA	NA	NA	NA
RP11-284M14.1	NA	NA	NA	NA	NA
MGC32805	NA	NA	NA	NA	NA
LINC01340	NA	NA	NA	NA	NA
LINC00989	NA	NA	NA	NA	NA
LINC01021	0	NA	NA	0	0
RP11-577G20.1	NA	NA	NA	NA	NA
RP11-785F11.1	NA	NA	NA	NA	NA
CTC-255N20.1	NA	NA	NA	NA	NA
RP11-647P12.1	NA	NA	NA	NA	NA
RP11-159K7.2	NA	NA	0	NA	0
GYPB	NA	NA	NA	NA	NA
CTD-2213F21.2	1	NA	1	1	1
TUNAR	NA	NA	NA	NA	NA
TRIM75P	NA	NA	NA	NA	NA
RP11-136K7.2	NA	NA	NA	0	0
RP11-700N1.1	NA	NA	NA	NA	NA
RP11-714G18.1	NA	NA	NA	0	0
RP11-448G15.1	NA	NA	NA	NA	NA
CTD-2194D22.2	NA	NA	NA	NA	NA
KIAA1210	NA	NA	NA	NA	NA
HNCAT21	NA	NA	NA	NA	NA
RP11-834C11.5	NA	NA	NA	NA	NA
CLSTN2-AS1	NA	NA	NA	NA	NA
RP11-622A1.2	NA	NA	NA	NA	NA
RP11-116A1.1	NA	NA	NA	NA	NA
LINC01332	NA	NA	NA	NA	NA
CTD-2081C10.1	NA	NA	NA	NA	NA
RP11-19O2.2	NA	NA	NA	NA	NA
HOXC-AS1	0	0	NA	0	0
AC006552.1	NA	NA	NA	NA	NA
RP11-227F19.1	NA	NA	NA	NA	NA
TRIM36-IT1	NA	NA	NA	NA	NA
CHCHD10	0	1	0	1	0.5
FAM218A	NA	NA	0	0	0
RP11-6C14.1	NA	NA	NA	NA	NA
FLJ33360	NA	NA	NA	NA	NA
CDK3	NA	0	0	1	0.333333333333333
RP11-757G1.6	NA	NA	NA	NA	NA
GPR162	NA	NA	NA	NA	NA
RP11-96P7.1	NA	NA	NA	NA	NA
CTD-2247C11.5	NA	NA	NA	NA	NA
RP11-92A5.2	NA	NA	NA	NA	NA
CTC-493L21.1	NA	NA	NA	NA	NA
RP11-8L2.1	NA	NA	NA	NA	NA
RP11-47I22.2	NA	NA	NA	NA	NA
RP11-254I22.1	NA	NA	NA	NA	NA
RP11-215P8.4	NA	NA	NA	NA	NA
ATP6V1E2	1	1	1	1	1
GLI4	1	1	1	1	1
CTD-2297D10.2	NA	NA	NA	NA	NA
SMAD1-AS2	NA	NA	NA	NA	NA
LINC01511	NA	NA	NA	NA	NA
LINC00604	NA	NA	NA	NA	NA
RP11-565A3.2	NA	NA	NA	NA	NA
ROPN1L-AS1	NA	NA	NA	NA	NA
RP11-933H2.4	NA	NA	NA	1	1
RP11-455F5.3	0	NA	0	0	0
RP11-91J3.3	NA	NA	NA	NA	NA
RP3-513G18.2	NA	NA	NA	NA	NA
LINC01182	NA	NA	NA	NA	NA
CTD-3224K15.2	NA	NA	0	NA	0
XXbac-BPG32J3.19	NA	NA	NA	NA	NA
LINC01596	NA	NA	NA	NA	NA
CTD-2296D1.2	NA	NA	NA	NA	NA
RP11-6L6.2	NA	NA	NA	NA	NA
LINC00491	0	0	NA	NA	0
RP1-240B8.3	NA	NA	NA	NA	NA
RP11-161D15.1	NA	NA	NA	NA	NA
CCDC169-SOHLH2	NA	NA	NA	NA	NA
LINC01017	NA	NA	NA	NA	NA
RP11-322N21.2	NA	NA	NA	NA	NA
SEPP1	0	0	NA	0	0
LINC01262	NA	NA	NA	NA	NA
NT5C1B-RDH14	NA	NA	NA	NA	NA
RP11-834C11.4	1	NA	NA	0	0.5
USP17L20	NA	NA	NA	NA	NA
RP11-230G5.2	NA	0	NA	NA	0
RP11-386B13.3	NA	NA	NA	NA	NA
AC138035.1	NA	NA	NA	NA	NA
LINC01365	NA	NA	NA	NA	NA
RP11-432M8.13	NA	NA	NA	NA	NA
SNHG18	NA	NA	0	NA	0
PRODH2	NA	NA	NA	NA	NA
RP11-91H12.3	NA	NA	NA	NA	NA
ZBED3-AS1	1	1	1	1	1
RP11-447B18.1	NA	NA	NA	NA	NA
RP11-576E20.1	NA	NA	NA	NA	NA
RP11-345F18.1	0	NA	NA	NA	0
CTD-2139B15.4	NA	NA	NA	NA	NA
USP17L18	NA	NA	NA	NA	NA
EPHA5-AS1	NA	NA	NA	NA	NA
CTD-2004A9.1	NA	NA	NA	NA	NA
LINC01455	NA	NA	NA	NA	NA
CTD-2281M20.1	NA	NA	NA	NA	NA
CTC-338M12.6	NA	NA	NA	NA	NA
SMAD1-AS1	NA	NA	NA	NA	NA
GMDS-AS1	1	0	1	0	0.5
AC097467.2	0	NA	NA	0	0
USP17L23	NA	NA	NA	NA	NA
CTD-2008N3.1	NA	NA	NA	NA	NA
LINC01181	NA	NA	NA	NA	NA
LNX1-AS1	NA	NA	NA	NA	NA
RP11-679C8.2	NA	NA	NA	0	0
TRPC7-AS2	NA	NA	NA	NA	NA
LINC00492	NA	NA	NA	NA	NA
CTD-2023N9.1	NA	NA	NA	NA	NA
RP11-322J23.1	NA	NA	NA	NA	NA
RP11-122F24.1	NA	NA	NA	NA	NA
RP11-19O2.1	NA	NA	NA	NA	NA
AC141928.1	NA	NA	NA	NA	NA
SNHG21	1	1	1	1	1
ZFPM2-AS1	NA	0	NA	0	0
TMEM108-AS1	NA	NA	NA	NA	NA
SLC25A30-AS1	NA	NA	NA	1	1
HMMR-AS1	NA	NA	NA	NA	NA
THAP9-AS1	0	1	1	1	0.75
RP11-138J23.1	0	0	NA	0	0
CTC-254B4.1	NA	NA	NA	NA	NA
RP11-535C7.1	NA	NA	NA	NA	NA
CTC-321K16.4	NA	NA	NA	NA	NA
RP11-100N20.1	NA	NA	NA	NA	NA
RP11-789C1.2	NA	NA	NA	NA	NA
RP11-434D11.4	NA	NA	NA	NA	NA
HTT-AS	NA	NA	NA	NA	NA
WWC2-AS1	NA	NA	NA	NA	NA
RP11-734I18.1	1	NA	0	0	0.333333333333333
RP11-37B2.1	1	1	1	1	1
RP11-81H3.2	0	0	0	0	0
RP11-53O19.1	0	0	0	0	0
HOXC-AS3	0	NA	NA	NA	0
AC006153.3	NA	NA	NA	0	0
F11-AS1	NA	NA	NA	NA	NA
AC005355.2	NA	NA	1	NA	1
UCHL1-AS1	NA	NA	NA	0	0
RP11-45L9.1	NA	NA	NA	NA	NA
TMEM92-AS1	NA	NA	NA	NA	NA
RP11-617I14.1	NA	NA	NA	NA	NA
AC091962.3	NA	NA	NA	NA	NA
LINC00589	NA	NA	NA	NA	NA
ZNF674	1	0	0	0	0.25
TMED7-TICAM2	1	1	1	1	1
CTD-2187J20.1	NA	NA	0	NA	0
LINC00923	NA	0	NA	NA	0
RP11-168E17.1	NA	NA	NA	NA	NA
LINC01217	NA	NA	NA	NA	NA
LINC01337	0	NA	NA	0	0
CNOT10-AS1	NA	NA	NA	NA	NA
RP11-469N6.1	NA	NA	NA	NA	NA
MIR3945HG	NA	NA	NA	NA	NA
ZNF345	0	NA	0	0	0
RP11-273B19.1	NA	NA	NA	NA	NA
RFPL4B	NA	NA	NA	NA	NA
WDFY3-AS1	NA	NA	NA	NA	NA
RP11-340A13.2	NA	NA	NA	NA	NA
RP11-549K20.1	NA	NA	NA	NA	NA
MAGI2-AS1	NA	NA	NA	NA	NA
CTC-436P18.1	1	NA	NA	NA	1
RP11-171N4.2	NA	NA	NA	NA	NA
ALG1L2	NA	NA	NA	NA	NA
RP11-400D2.3	NA	NA	NA	NA	NA
ERVH-1	NA	NA	NA	0	0
RP11-425A23.1	0	NA	NA	0	0
RP11-81H14.2	NA	NA	0	NA	0
RP11-506H20.1	NA	NA	NA	NA	NA
RP11-249M12.2	NA	NA	NA	NA	NA
PCAT4	NA	NA	NA	NA	NA
SHANK3	0	0	0	0	0
RP11-452H21.4	NA	NA	NA	0	0
LINC01386	NA	NA	NA	NA	NA
RP11-521E5.1	NA	NA	NA	NA	NA
RP11-240A16.1	NA	NA	NA	NA	NA
RP11-540E16.2	NA	NA	NA	NA	NA
MSANTD3-TMEFF1	0	0	0	0	0
LVCAT1	NA	NA	NA	NA	NA
WWC2-AS2	NA	NA	NA	NA	NA
RP11-129M6.1	NA	NA	NA	0	0
CTD-2516F10.2	NA	NA	NA	NA	NA
RP11-332J15.3	NA	NA	NA	NA	NA
ZNF550	1	0	0	1	0.5
CTD-2201E9.1	NA	NA	NA	NA	NA
LINC00499	NA	NA	NA	NA	NA
DCANP1	NA	NA	NA	NA	NA
LINC00958	0	NA	0	0	0
RP11-542G1.3	NA	NA	NA	NA	NA
LINC01301	NA	NA	NA	NA	NA
LINC01256	NA	NA	NA	NA	NA
CTB-109A12.1	NA	NA	NA	NA	NA
RP11-420A23.1	NA	NA	0	0	0
LINC01094	NA	NA	NA	NA	NA
RP11-113I22.1	NA	NA	NA	NA	NA
RP11-483A20.3	NA	NA	NA	NA	NA
RASGRF2-AS1	NA	NA	NA	NA	NA
FOXD1	1	1	1	NA	1
RP11-197N18.7	NA	NA	NA	NA	NA
APITD1-CORT	1	0	0	1	0.5
LINC01099	NA	NA	NA	NA	NA
CTD-2215E18.1	NA	NA	NA	NA	NA
CTD-2130F23.2	NA	NA	NA	NA	NA
RP11-381N20.1	NA	NA	NA	NA	NA
LINC00605	NA	NA	NA	NA	NA
RP11-166A12.1	NA	NA	NA	NA	NA
CTC-313D10.1	NA	NA	NA	NA	NA
RP11-60A8.2	NA	NA	NA	NA	NA
MALAT1	1	1	0	0	0.5
CTD-2089N3.2	NA	NA	NA	NA	NA
CTD-2170G1.2	NA	NA	NA	NA	NA
LINC01267	NA	NA	NA	NA	NA
RP11-297P16.3	NA	NA	NA	NA	NA
RP11-539L10.3	0	0	0	0	0
TET2-AS1	0	NA	NA	NA	0
RP11-521B24.3	1	NA	NA	0	0.5
LINC01385	NA	NA	NA	NA	NA
OR12D1	NA	NA	NA	NA	NA
RP11-610P16.1	NA	NA	0	0	0
RP11-756P10.5	NA	NA	NA	NA	NA
STPG2-AS1	NA	NA	NA	NA	NA
RP11-774D14.1	NA	NA	NA	NA	NA
RP11-714L20.1	NA	NA	NA	NA	NA
RP11-213G21.2	NA	NA	NA	NA	NA
LINC01218	NA	NA	NA	NA	NA
RP11-119D9.1	NA	NA	NA	0	0
RP11-318I4.1	NA	NA	NA	NA	NA
PRB1	NA	NA	NA	NA	NA
PCDHA12	NA	NA	0	NA	0
ZNF346-IT1	0	NA	NA	NA	0
RP11-614F17.2	NA	NA	NA	0	0
RP11-752L20.5	NA	NA	NA	NA	NA
PTX4	NA	NA	NA	NA	NA
LINC01609	0	NA	0	0	0
OC90	NA	NA	NA	NA	NA
RP11-360L9.4	NA	NA	NA	0	0
LINC00967	NA	NA	0	0	0
RP11-567J20.3	NA	NA	NA	NA	NA
RP11-369E15.4	NA	NA	NA	NA	NA
RGS21	NA	NA	NA	NA	NA
PCDHGA12	NA	NA	NA	NA	NA
LINC01605	1	NA	NA	NA	1
KIAA0196-AS1	NA	NA	0	NA	0
RP11-486M23.2	NA	NA	NA	NA	NA
HOXA10-AS	1	1	NA	NA	1
RP11-421P23.1	NA	NA	NA	NA	NA
RP11-809O17.1	1	NA	0	1	0.666666666666667
LINC00599	NA	NA	NA	NA	NA
CTD-2313P7.1	NA	NA	NA	NA	NA
C8orf88	1	NA	0	NA	0.5
CTC-534A2.2	0	0	0	0	0
DLGAP2-AS1	NA	NA	NA	NA	NA
CCDC71L	1	1	1	0	0.75
FAM183CP	NA	NA	NA	NA	NA
HOXA10	1	1	1	1	1
AC008703.1	NA	NA	NA	NA	NA
LINC01606	NA	NA	NA	NA	NA
STAU2-AS1	NA	NA	NA	NA	NA
TMEM200B	NA	1	NA	NA	1
PCDHGB6	NA	NA	NA	NA	NA
SERPINE3	NA	NA	NA	NA	NA
AC011343.1	NA	NA	NA	NA	NA
C1orf210	NA	0	0	1	0.333333333333333
LINC00293	NA	NA	NA	NA	NA
CTB-11I22.2	NA	NA	NA	NA	NA
AZIN1-AS1	0	0	0	1	0.25
RAD21-AS1	NA	NA	0	0	0
LINC01298	NA	NA	NA	NA	NA
TUG1	0	1	1	1	0.75
RP11-731F5.2	NA	NA	NA	NA	NA
TRNP1	1	1	1	1	1
CTC-756D1.2	NA	NA	NA	0	0
LINC00534	NA	NA	NA	NA	NA
AC034243.1	NA	NA	0	0	0
EVX1-AS	NA	NA	NA	NA	NA
RP11-231D20.2	NA	NA	NA	NA	NA
RP11-109J4.1	NA	NA	NA	NA	NA
CTB-43E15.2	NA	NA	NA	NA	NA
NCRNA00250	NA	NA	NA	NA	NA
RP11-1101K5.1	NA	NA	NA	NA	NA
PCAT1	NA	0	NA	0	0
SMIM18	NA	NA	NA	NA	NA
LINC01603	NA	NA	NA	NA	NA
PCDHGA5	NA	NA	NA	NA	NA
AC145110.1	NA	NA	NA	NA	NA
CTA-398F10.1	0	NA	0	0	0
NACA2	NA	NA	NA	NA	NA
RP11-6D1.3	NA	NA	NA	NA	NA
HPYR1	NA	NA	NA	NA	NA
MIR3142HG	NA	NA	NA	NA	NA
RP11-624C23.1	NA	NA	NA	NA	NA
PCDHGA7	NA	NA	NA	NA	NA
PYDC2	NA	NA	NA	NA	NA
CA3-AS1	0	NA	0	NA	0
HOXA-AS2	1	0	NA	NA	0.5
RP11-32K4.1	NA	NA	0	0	0
OSGEPL1-AS1	1	NA	NA	1	1
NKX2-1-AS1	NA	NA	NA	NA	NA
RP11-649G15.2	NA	NA	0	0	0
CTC-265N9.1	NA	NA	NA	NA	NA
LINC01300	NA	NA	NA	NA	NA
SLC10A5	0	NA	NA	0	0
CTA-397H3.3	NA	NA	NA	NA	NA
GRPEL2-AS1	NA	NA	NA	0	0
EIF5AL1	0	0	NA	NA	0
LINCR-0001	NA	NA	NA	NA	NA
RP11-561E1.1	NA	NA	NA	NA	NA
KB-1930G5.3	NA	NA	NA	NA	NA
CTD-2270F17.1	NA	NA	NA	NA	NA
PRSS51	NA	NA	NA	NA	NA
LINC01592	NA	NA	NA	NA	NA
ZFHX4-AS1	0	NA	NA	NA	0
RP11-359E19.2	NA	NA	NA	NA	NA
KB-1732A1.1	NA	1	1	1	1
KB-1410C5.2	NA	NA	NA	NA	NA
LINC01484	NA	NA	0	0	0
RP11-177H2.2	NA	NA	NA	NA	NA
KBTBD11-OT1	NA	NA	NA	NA	NA
RP11-567J20.1	NA	NA	NA	NA	NA
RP11-267M23.4	NA	NA	NA	NA	NA
ALG11	0	0	0	0	0
RP11-697M17.2	0	NA	NA	NA	0
MINCR	0	1	1	1	0.75
ATXN7L3B	1	1	1	1	1
PRKDC	1	1	1	1	1
PCDHGA6	NA	NA	0	NA	0
LZTS1-AS1	NA	NA	NA	NA	NA
LINC01289	NA	NA	NA	NA	NA
OTUD6B-AS1	0	0	0	0	0
CTD-2292P10.4	NA	NA	NA	NA	NA
RP11-439C15.4	NA	NA	NA	NA	NA
PCDHGA8	NA	NA	NA	NA	NA
C8orf37-AS1	NA	NA	NA	1	1
RP11-404L6.2	NA	NA	NA	NA	NA
UTP14C	0	0	0	0	0
