Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84.x	gene_type.84.x	chr.x	start.x	stop.x	loc.84.x	gene_name.107.x	gene_type.107.x	chr.107.x	start.107.x	stop.107.x	loc.107.x	gene_id.107.x	gene_id.84.y	gene_type.84.y	chr.y	start.y	stop.y	loc.84.y	gene_name.107.y	gene_type.107.y	chr.107.y	start.107.y	stop.107.y	loc.107.y	gene_id.107.y
TPD52	5087.85508060357	1.13907590723681	0.188305006856646	6.0491004793302	1.45656798029083e-09	1.08300851982831e-07	ENSG00000076554	protein_coding	chr8	80034745	80231232	chr8:80034745	TPD52	protein_coding	chr8	80034745	80231232	chr8:80034745	ENSG00000076554	ENSG00000076554	protein_coding	chr8	80034745	80231232	chr8:80034745	TPD52	protein_coding	chr8	80034745	80231232	chr8:80034745	ENSG00000076554
TPM1	6309.29925943957	0.646629224074368	0.199815010283983	3.236139382899	0.00121158207332157	0.0216455060587547	ENSG00000140416	protein_coding	chr15	63042632	63071915	chr15:63042632	TPM1	protein_coding	chr15	63042632	63071915	chr15:63042632	ENSG00000140416	ENSG00000140416	protein_coding	chr15	63042632	63071915	chr15:63042632	TPM1	protein_coding	chr15	63042632	63071915	chr15:63042632	ENSG00000140416
TRAM1	4630.61286178505	0.739436834040805	0.191777071767337	3.85571031628789	0.000115394071819699	0.00303437155318568	ENSG00000067167	protein_coding	chr8	70573442	70608387	chr8:70573442	TRAM1	protein_coding	chr8	70573218	70608416	chr8:70573218	ENSG00000067167	ENSG00000067167	protein_coding	chr8	70573442	70608387	chr8:70573442	TRAM1	protein_coding	chr8	70573218	70608416	chr8:70573218	ENSG00000067167
TRERF1	751.511229982222	-0.944342196721969	0.242052339847261	-3.90139668683997	9.56392778529486e-05	0.00258585821781091	ENSG00000124496	protein_coding	chr6	42224931	42452051	chr6:42224931	TRERF1	protein_coding	chr6	42224931	42452051	chr6:42224931	ENSG00000124496	ENSG00000124496	protein_coding	chr6	42224931	42452051	chr6:42224931	TRERF1	protein_coding	chr6	42224931	42452051	chr6:42224931	ENSG00000124496
TRIB1	1067.64838818289	-0.828748810626566	0.207649464226406	-3.99109534770077	6.57688301697268e-05	0.0019131742334364	ENSG00000173334	protein_coding	chr8	125430321	125438405	chr8:125430321	TRIB1	protein_coding	chr8	125430358	125438403	chr8:125430358	ENSG00000173334	ENSG00000173334	protein_coding	chr8	125430321	125438405	chr8:125430321	TRIB1	protein_coding	chr8	125430358	125438403	chr8:125430358	ENSG00000173334
TRIM36	1316.26657931687	2.42612026238022	0.20683598778617	11.7296815140718	8.97959025521314e-32	5.73696044083062e-29	ENSG00000152503	protein_coding	chr5	115124762	115180546	chr5:115124762	TRIM36	protein_coding	chr5	115124762	115180546	chr5:115124762	ENSG00000152503	ENSG00000152503	protein_coding	chr5	115124762	115180546	chr5:115124762	TRIM36	protein_coding	chr5	115124762	115180546	chr5:115124762	ENSG00000152503
TRPM2	1588.90550927665	0.763191230959284	0.247813896973144	3.07969504648883	0.00207212641934569	0.0328531072920158	ENSG00000142185	protein_coding	chr21	44350163	44443081	chr21:44350163	TRPM2	protein_coding	chr21	44350163	44443081	chr21:44350163	ENSG00000142185	ENSG00000142185	protein_coding	chr21	44350163	44443081	chr21:44350163	TRPM2	protein_coding	chr21	44350163	44443081	chr21:44350163	ENSG00000142185
TRPM8	444.815555144923	1.06170854951468	0.239499952258014	4.43302196724825	9.29213943601628e-06	0.000352284407189628	ENSG00000144481	protein_coding	chr2	233917398	234019522	chr2:233917398	TRPM8	protein_coding	chr2	233917373	234019522	chr2:233917373	ENSG00000144481	ENSG00000144481	protein_coding	chr2	233917398	234019522	chr2:233917398	TRPM8	protein_coding	chr2	233917373	234019522	chr2:233917373	ENSG00000144481
TSHZ3	145.840909591679	-1.10738479464745	0.3668612326397	-3.0185386083981	0.00253997035397811	0.0377061003495029	ENSG00000121297	protein_coding	chr19	31274945	31349547	chr19:31274945	TSHZ3	protein_coding	chr19	31149979	31349436	chr19:31149979	ENSG00000121297	ENSG00000121297	protein_coding	chr19	31274945	31349547	chr19:31274945	TSHZ3	protein_coding	chr19	31149979	31349436	chr19:31149979	ENSG00000121297
TSKU	2059.09107036011	1.61219223697459	0.202248494085642	7.97134359028607	1.56958455136091e-15	2.39604721336069e-13	ENSG00000182704	protein_coding	chr11	76782251	76798154	chr11:76782251	TSKU	protein_coding	chr11	76782251	76798153	chr11:76782251	ENSG00000182704	ENSG00000182704	protein_coding	chr11	76782251	76798154	chr11:76782251	TSKU	protein_coding	chr11	76782251	76798153	chr11:76782251	ENSG00000182704
TSPAN3	4135.7167952002	-0.693161513151218	0.210211352425548	-3.29745042383818	0.000975668971476711	0.0180677617230424	ENSG00000140391	protein_coding	chr15	77041404	77083984	chr15:77041404	TSPAN3	protein_coding	chr15	77041404	77083984	chr15:77041404	ENSG00000140391	ENSG00000140391	protein_coding	chr15	77041404	77083984	chr15:77041404	TSPAN3	protein_coding	chr15	77041404	77083984	chr15:77041404	ENSG00000140391
TSPAN8	61.9577548224708	-1.71933214818546	0.534762809513304	-3.215130367331	0.00130385293138782	0.022973915287477	ENSG00000127324	protein_coding	chr12	71125085	71441898	chr12:71125085	TSPAN8	protein_coding	chr12	71125085	71441898	chr12:71125085	ENSG00000127324	ENSG00000127324	protein_coding	chr12	71125085	71441898	chr12:71125085	TSPAN8	protein_coding	chr12	71125085	71441898	chr12:71125085	ENSG00000127324
TSPYL2	2075.98344721581	1.58657967535054	0.202700701698267	7.82720366559096	4.98840640895328e-15	6.99593581743448e-13	ENSG00000184205	protein_coding	chrX	53082367	53088540	chrX:53082367	TSPYL2	protein_coding	chrX	53082367	53088540	chrX:53082367	ENSG00000184205	ENSG00000184205	protein_coding	chrX	53082367	53088540	chrX:53082367	TSPYL2	protein_coding	chrX	53082367	53088540	chrX:53082367	ENSG00000184205
TUBA3D	1770.98726717343	4.75693985758282	0.227600535590772	20.9003895585546	5.31098191672011e-97	2.29036095158555e-93	ENSG00000075886	protein_coding	chr2	131476093	131482934	chr2:131476093	TUBA3D	protein_coding	chr2	131476119	131482934	chr2:131476119	ENSG00000075886	ENSG00000075886	protein_coding	chr2	131476093	131482934	chr2:131476093	TUBA3D	protein_coding	chr2	131476119	131482934	chr2:131476119	ENSG00000075886
TUBA3E	195.0593339134	2.61548851649275	0.350213443961281	7.46826988395657	8.12560594996978e-14	1.04602016893268e-11	ENSG00000152086	protein_coding	chr2	130191743	130198461	chr2:130191743	TUBA3E	protein_coding	chr2	130191745	130198439	chr2:130191745	ENSG00000152086	ENSG00000152086	protein_coding	chr2	130191743	130198461	chr2:130191743	TUBA3E	protein_coding	chr2	130191745	130198439	chr2:130191745	ENSG00000152086
TUBG1	4094.92432636457	0.675654033431855	0.196059371697896	3.44617055323914	0.000568591381846977	0.0115936186014898	ENSG00000131462	protein_coding	chr17	42609676	42615234	chr17:42609676	TUBG1	protein_coding	chr17	42609641	42615238	chr17:42609641	ENSG00000131462	ENSG00000131462	protein_coding	chr17	42609676	42615234	chr17:42609676	TUBG1	protein_coding	chr17	42609641	42615238	chr17:42609641	ENSG00000131462
TULP4	810.516239356669	-0.782864991258929	0.24444398615226	-3.20263551409809	0.00136176213660588	0.0237516651733583	ENSG00000130338	protein_coding	chr6	158232236	158511828	chr6:158232236	TULP4	protein_coding	chr6	158232236	158511828	chr6:158232236	ENSG00000130338	ENSG00000130338	protein_coding	chr6	158232236	158511828	chr6:158232236	TULP4	protein_coding	chr6	158232236	158511828	chr6:158232236	ENSG00000130338
UAP1	13541.9063122331	0.604172816463533	0.191907612565521	3.14824830754047	0.00164252104119049	0.0275082407383845	ENSG00000117143	protein_coding	chr1	162561506	162599842	chr1:162561506	UAP1	protein_coding	chr1	162561722	162601240	chr1:162561722	ENSG00000117143	ENSG00000117143	protein_coding	chr1	162561506	162599842	chr1:162561506	UAP1	protein_coding	chr1	162561722	162601240	chr1:162561722	ENSG00000117143
UBE2J1	3510.33496493244	1.18702869092502	0.189295224028469	6.270779925998	3.59244073618851e-10	2.99370061349042e-08	ENSG00000198833	protein_coding	chr6	89326625	89352848	chr6:89326625	UBE2J1	protein_coding	chr6	89326625	89352722	chr6:89326625	ENSG00000198833	ENSG00000198833	protein_coding	chr6	89326625	89352848	chr6:89326625	UBE2J1	protein_coding	chr6	89326625	89352722	chr6:89326625	ENSG00000198833
UBE2N	7200.40897424533	0.655876306984765	0.181819887330313	3.60728585093242	0.000309416724570504	0.00694075227417581	ENSG00000177889	protein_coding	chr12	93405673	93442262	chr12:93405673	UBE2N	protein_coding	chr12	93405673	93441947	chr12:93405673	ENSG00000177889	ENSG00000177889	protein_coding	chr12	93405673	93442262	chr12:93405673	UBE2N	protein_coding	chr12	93405673	93441947	chr12:93405673	ENSG00000177889
UGDH	5044.54355985788	0.588392386687894	0.190891464848433	3.08233994199309	0.00205380146860848	0.0325925256057923	ENSG00000109814	protein_coding	chr4	39498755	39528311	chr4:39498755	UGDH	protein_coding	chr4	39498755	39528311	chr4:39498755	ENSG00000109814	ENSG00000109814	protein_coding	chr4	39498755	39528311	chr4:39498755	UGDH	protein_coding	chr4	39498755	39528311	chr4:39498755	ENSG00000109814
UGT2B11	656.239481629527	4.95770847295466	0.274293963447711	18.0744352177468	5.06715604741169e-73	1.74816883635703e-69	ENSG00000213759	protein_coding	chr4	69004618	69214731	chr4:69004618	UGT2B11	protein_coding	chr4	69199951	69214748	chr4:69199951	ENSG00000213759	ENSG00000213759	protein_coding	chr4	69004618	69214731	chr4:69004618	UGT2B11	protein_coding	chr4	69199951	69214748	chr4:69199951	ENSG00000213759
UGT2B28	200.66149037157	5.19430228823358	0.433548259074805	11.9809091133666	4.47390404135236e-33	3.35542803101427e-30	ENSG00000135226	protein_coding	chr4	69280487	69423402	chr4:69280487	UGT2B28	protein_coding	chr4	69280475	69295050	chr4:69280475	ENSG00000135226	ENSG00000135226	protein_coding	chr4	69280487	69423402	chr4:69280487	UGT2B28	protein_coding	chr4	69280475	69295050	chr4:69280475	ENSG00000135226
UGT8	652.32071638494	-0.998135110596587	0.233407526979835	-4.27636213583985	1.89972109601694e-05	0.000663364147900651	ENSG00000174607	protein_coding	chr4	114598455	114678224	chr4:114598455	UGT8	protein_coding	chr4	114598770	114678225	chr4:114598770	ENSG00000174607	ENSG00000174607	protein_coding	chr4	114598455	114678224	chr4:114598455	UGT8	protein_coding	chr4	114598770	114678225	chr4:114598770	ENSG00000174607
USP10	4133.0374752128	0.805730709211168	0.188783554696901	4.26801323083887	1.9722163290171e-05	0.000685337007071569	ENSG00000103194	protein_coding	chr16	84699978	84779922	chr16:84699978	USP10	protein_coding	chr16	84699986	84779922	chr16:84699986	ENSG00000103194	ENSG00000103194	protein_coding	chr16	84699978	84779922	chr16:84699978	USP10	protein_coding	chr16	84699986	84779922	chr16:84699986	ENSG00000103194
USP18	593.893847977515	0.770493355254901	0.224393294893786	3.43367370054264	0.000595460540914576	0.0120136775798555	ENSG00000184979	protein_coding	chr22	18149899	18177397	chr22:18149899	USP18	protein_coding	chr22	18150118	18177397	chr22:18150118	ENSG00000184979	ENSG00000184979	protein_coding	chr22	18149899	18177397	chr22:18149899	USP18	protein_coding	chr22	18150118	18177397	chr22:18150118	ENSG00000184979
VCL	5709.81130620637	0.688874871261764	0.234934243835415	2.93220290075874	0.00336566777996768	0.0472398447554455	ENSG00000035403	protein_coding	chr10	73995193	74121363	chr10:73995193	VCL	protein_coding	chr10	73995193	74121363	chr10:73995193	ENSG00000035403	ENSG00000035403	protein_coding	chr10	73995193	74121363	chr10:73995193	VCL	protein_coding	chr10	73995193	74121363	chr10:73995193	ENSG00000035403
VEGFA	3201.29363900489	0.908347907900398	0.191622556244658	4.74029741436412	2.13404732615065e-06	9.66202529556395e-05	ENSG00000112715	protein_coding	chr6	43770184	43786487	chr6:43770184	VEGFA	protein_coding	chr6	43770184	43786487	chr6:43770184	ENSG00000112715	ENSG00000112715	protein_coding	chr6	43770184	43786487	chr6:43770184	VEGFA	protein_coding	chr6	43770184	43786487	chr6:43770184	ENSG00000112715
VGLL4	2502.58353922951	-0.927394250521293	0.198174830621472	-4.67967727088756	2.87326835760239e-06	0.000124846043245948	ENSG00000144560	protein_coding	chr3	11556070	11771350	chr3:11556070	VGLL4	protein_coding	chr3	11556069	11771350	chr3:11556069	ENSG00000144560	ENSG00000144560	protein_coding	chr3	11556070	11771350	chr3:11556070	VGLL4	protein_coding	chr3	11556069	11771350	chr3:11556069	ENSG00000144560
VIMP	2922.24250269248	0.936526519108964	0.225882654282519	4.1460754128452	3.38222471118723e-05	0.00110081842015056	ENSG00000131871	protein_coding	chr15	101270817	101277500	chr15:101270817	SELENOS	protein_coding	chr15	101270817	101277500	chr15:101270817	ENSG00000131871	ENSG00000131871	protein_coding	chr15	101270817	101277500	chr15:101270817	SELENOS	protein_coding	chr15	101270817	101277500	chr15:101270817	ENSG00000131871
VLDLR	586.285118900248	1.81389355228723	0.234244953917884	7.74357578231165	9.66591325937379e-15	1.33389602979358e-12	ENSG00000147852	protein_coding	chr9	2621834	2660053	chr9:2621834	VLDLR	protein_coding	chr9	2621182	2660056	chr9:2621182	ENSG00000147852	ENSG00000147852	protein_coding	chr9	2621834	2660053	chr9:2621834	VLDLR	protein_coding	chr9	2621182	2660056	chr9:2621182	ENSG00000147852
VMP1	3261.53912426286	0.624864736932716	0.187057357822583	3.34049803871055	0.000836282713890998	0.0159050461021166	ENSG00000062716	protein_coding	chr17	59707192	59842255	chr17:59707192	VMP1	protein_coding	chr17	59707192	59842255	chr17:59707192	ENSG00000062716	ENSG00000062716	protein_coding	chr17	59707192	59842255	chr17:59707192	VMP1	protein_coding	chr17	59707192	59842255	chr17:59707192	ENSG00000062716
VOPP1	1784.10592851298	-0.828181532704066	0.198862928214283	-4.16458482302779	3.11919647952212e-05	0.00102782534464367	ENSG00000154978	protein_coding	chr7	55436056	55572988	chr7:55436056	VOPP1	protein_coding	chr7	55436056	55572988	chr7:55436056	ENSG00000154978	ENSG00000154978	protein_coding	chr7	55436056	55572988	chr7:55436056	VOPP1	protein_coding	chr7	55436056	55572988	chr7:55436056	ENSG00000154978
VPS26B	3795.34316601583	0.71308519147802	0.196635388368096	3.62643366179411	0.000287362600254387	0.00651380401365069	ENSG00000151502	protein_coding	chr11	134224645	134247792	chr11:134224645	VPS26B	protein_coding	chr11	134224671	134247788	chr11:134224671	ENSG00000151502	ENSG00000151502	protein_coding	chr11	134224645	134247792	chr11:134224645	VPS26B	protein_coding	chr11	134224671	134247788	chr11:134224671	ENSG00000151502
VSIG10	944.243470422628	-0.825185464213108	0.208165889657517	-3.96407627383494	7.36806934462609e-05	0.00206665359666342	ENSG00000176834	protein_coding	chr12	118063593	118136026	chr12:118063593	VSIG10	protein_coding	chr12	118063593	118136026	chr12:118063593	ENSG00000176834	ENSG00000176834	protein_coding	chr12	118063593	118136026	chr12:118063593	VSIG10	protein_coding	chr12	118063593	118136026	chr12:118063593	ENSG00000176834
VTA1	4588.63718649498	-0.581207245654883	0.183620806790356	-3.16525809800226	0.00154945441032254	0.0263590617140669	ENSG00000009844	protein_coding	chr6	142147162	142224689	chr6:142147162	VTA1	protein_coding	chr6	142147162	142224685	chr6:142147162	ENSG00000009844	ENSG00000009844	protein_coding	chr6	142147162	142224689	chr6:142147162	VTA1	protein_coding	chr6	142147162	142224685	chr6:142147162	ENSG00000009844
WDR41	1951.73925983697	0.790669312933832	0.196720760243335	4.0192469363976	5.83844543318085e-05	0.00173943322491139	ENSG00000164253	protein_coding	chr5	77425970	77620611	chr5:77425970	WDR41	protein_coding	chr5	77425970	77620611	chr5:77425970	ENSG00000164253	ENSG00000164253	protein_coding	chr5	77425970	77620611	chr5:77425970	WDR41	protein_coding	chr5	77425970	77620611	chr5:77425970	ENSG00000164253
WDYHV1	533.131736091348	0.812569216160994	0.256895264948726	3.16303695330148	0.00156132511639648	0.0265087187577157	ENSG00000156795	protein_coding	chr8	123416725	123467230	chr8:123416725	NTAQ1	protein_coding	chr8	123416726	123470028	chr8:123416726	ENSG00000156795	ENSG00000156795	protein_coding	chr8	123416725	123467230	chr8:123416725	NTAQ1	protein_coding	chr8	123416726	123470028	chr8:123416726	ENSG00000156795
WIPI1	229.327635221457	2.04447581812311	0.316260283513663	6.46453546240115	1.01610467233382e-10	8.78709862634718e-09	ENSG00000070540	protein_coding	chr17	68420948	68457513	chr17:68420948	WIPI1	protein_coding	chr17	68420948	68457513	chr17:68420948	ENSG00000070540	ENSG00000070540	protein_coding	chr17	68420948	68457513	chr17:68420948	WIPI1	protein_coding	chr17	68420948	68457513	chr17:68420948	ENSG00000070540
WLS	765.901572781461	-0.690903243190964	0.21512433953684	-3.21164608653057	0.00131976850891231	0.0232306191619769	ENSG00000116729	protein_coding	chr1	68098473	68233120	chr1:68098473	WLS	protein_coding	chr1	68098473	68233120	chr1:68098473	ENSG00000116729	ENSG00000116729	protein_coding	chr1	68098473	68233120	chr1:68098473	WLS	protein_coding	chr1	68098473	68233120	chr1:68098473	ENSG00000116729
WNT5A	173.574212910438	-1.46721019975318	0.322079934734575	-4.5554225567088	5.22803746870829e-06	0.000214722967464805	ENSG00000114251	protein_coding	chr3	55465715	55490539	chr3:55465715	WNT5A	protein_coding	chr3	55465715	55490539	chr3:55465715	ENSG00000114251	ENSG00000114251	protein_coding	chr3	55465715	55490539	chr3:55465715	WNT5A	protein_coding	chr3	55465715	55490539	chr3:55465715	ENSG00000114251
WWC1	2815.74031906922	1.18749317670793	0.194178851782202	6.11546090528882	9.62782846086105e-10	7.48108292566906e-08	ENSG00000113645	protein_coding	chr5	168291651	168472303	chr5:168291651	WWC1	protein_coding	chr5	168291645	168472303	chr5:168291645	ENSG00000113645	ENSG00000113645	protein_coding	chr5	168291651	168472303	chr5:168291651	WWC1	protein_coding	chr5	168291645	168472303	chr5:168291645	ENSG00000113645
WWP1	2342.32036362698	0.799195890159217	0.198251101114465	4.03123052364679	5.54855888204664e-05	0.00167329791460323	ENSG00000123124	protein_coding	chr8	86342738	86478420	chr8:86342738	WWP1	protein_coding	chr8	86342547	86478420	chr8:86342547	ENSG00000123124	ENSG00000123124	protein_coding	chr8	86342738	86478420	chr8:86342738	WWP1	protein_coding	chr8	86342547	86478420	chr8:86342547	ENSG00000123124
YOD1	1478.280735236	0.706817425091491	0.205964891955651	3.43173741107142	0.000599727943688009	0.0120724823428517	ENSG00000180667	protein_coding	chr1	207043849	207052980	chr1:207043849	YOD1	protein_coding	chr1	207043849	207052980	chr1:207043849	ENSG00000180667	ENSG00000180667	protein_coding	chr1	207043849	207052980	chr1:207043849	YOD1	protein_coding	chr1	207043849	207052980	chr1:207043849	ENSG00000180667
ZBTB1	1846.1061585766	0.638438510003598	0.194629612926306	3.28027426250565	0.00103706218436609	0.0189706497140138	ENSG00000126804	protein_coding	chr14	64503712	64533690	chr14:64503712	ZBTB1	protein_coding	chr14	64503712	64533690	chr14:64503712	ENSG00000126804	ENSG00000126804	protein_coding	chr14	64503712	64533690	chr14:64503712	ZBTB1	protein_coding	chr14	64503712	64533690	chr14:64503712	ENSG00000126804
