7496_IG1_20201218	7496_IG3_20201218	7496_ZFX2_ZFY1_20201218	7496_ZFX3_ZFY2_20201218	7497_IG1_20201218	7497_IG3_20201218	7497_ZFX2_ZFY1_20201218	7497_ZFX3_ZFY2_20201218	7506_IG1_20201218	7506_IG3_20201218	7506_ZFX2_ZFY1_20201218	7506_ZFX3_ZFY2_20201218
SCAF11	8791.0265	13093.1242	13079.3241	9456.2694	5473.1742	6557.8958	4415.8122	4480.7485	7525.8648	5090.9549	5742.661	6408.0308
SCAF4	1841.0048	2251.99795	2122.0028	1945.997	1275	1713	1101.0001	1312.00100049473	1950.996	1315	1375	1488
SCAF8	4207.903	5844.83	5484.224	4885.982	2713.537	3439.985	3060.726	3379.835	4859.108	3207.071	3283.817	3949.6
SCAI	438.6175	647.521	710.3242	609.4874	270.9147	322.4958	436.791	363.879	540.098	320.856	331.6257	513.611
SCAMP1	3465.997	4653	4933.997	4161	2526.996	3072.995	4685.999	4852	4566	3023.998	3364.999	3584.003
SCAMP1-AS1	119.86824	155.326	125.4615	122.59729	62.7783	53.6502	64.0126	67.0548	213.929	158.018	172.811	184.309
SCAMP2	4063	5096	3716	4290	3254	4402	5354	6192	5917	3727	3659	3935
SCAMP3	3444.002	4173.001	3108.005	3405.999	2242.999	3155.998	3569.005	4265.999	4398	2701.996	2942.999	2984.998
SCAMP4	3300.929	4374.283	2908.550487316	3338.0455	2687.539	3642.749	4151.858	4620.450047	4876.644	2948.605	3027.308254	2966.413
SCAMP5	105.9999693	163.00043274717	141.0000109884	134.000377	69	78.0000015	134	135.000000600315	1272.00000058105	751	781.000181795	865.9997085
SCAND1	870.0002	1012.9999	672.0006	824.9996	560	824.0005	847.9999	1043	1511.004	991.9994	863.0003	839.9997
SCAND2P	286.481	485.166	365.638	242.574	250.269	290.121	148.752	118.85	278.387	119.15635	170.75	172.267
SCAND3P1	0	0	0	0	0	0	0	0	0	0	0	0
SCAP	2733.9983	3537.0012	2616.0033	2988.9961	1882	2272.0034	2672.0043	2938.9968	3912.9954	2463.0032	2414.0003	2511.9964
SCAPER	457.0004	683.9999	786.0001	651.0008	315.1029	371.9995	227.9998578	280.9998	414.9998	267.99979	344.9997	329.9999
SCARA3	2994.997	3607.003	2792.004	2916.996	3842.996	5013.004	2210.997	2142.004	3537.995	2097.999	2317	2511.997
SCARA5	2	1	1	1	15.00005	3.9999974	5	8	5	0	0	0
SCARB1	473.00018	544.0003	344.0002	418.0003	197.9997	183.0001	195.9997	235.9997	892	628.9999	551.0004	603.9998
SCARB2	17943.46	24302.14	21296.2	17522.84	12914.068	15800.34	13767.773	14144.608	23205.32	14456.26	14749.86	16624.65
SCARF1	9.08275	26.0908	7.03577	17.0981	6.01742	8.10188	3.01426	1	12.0785	5.13157	9.06665	4.01516
SCARF2	3181.997	4405.002	2978.997	2455.997	1840.001	2311.004	1469	1535.995	3122	1878.995	1812.004	1843.002
SCARNA1	0	0	1	0	0	0	0	0	0	0	0	0
SCARNA10	3	3	1	8	0	1	0	1	9	5	5	2
SCARNA11	0	0	2	0	0	0	0	1	0	0	0	0
SCARNA12	5	8	7	13	8	14	4	10	11	6	8	2
SCARNA13	3	0	5	1	0	1	0	4	3	4	1	3
SCARNA14	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA15	10.5289	29.2254	14.4749	28.3564	4.82914	8.30173	6.79147	7.99959	6.63604	11.6951	5.57047	6.56046
SCARNA16	3	0	5	5	1	4	2	4	1	0	0	3
SCARNA17	10	13	12	13	16	6	15	19	14	12	6	8
SCARNA18	13	14	7	4	9	5	6	4	13	3	2	9
SCARNA2	4	6	1	2	0	0	5	3	8	5	3	1
SCARNA20	0	0	4	0	0	1	3	0	1	0	1	1
SCARNA21	0	2	4	1	0	2	11	2	2	0	2	0
SCARNA22	17	8	7	23	3	11	18	10	11	19	17	13
SCARNA23	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA24	1	9	5	7	0	0	4	4	5	5	2	2
SCARNA3	0	0	0	0	0	0	0	0	0	0	0	1
SCARNA4	0	1.0000003141	4.000000200818	1.000000135511	1.0000000271849	0	0	0	4.0000000972244	0	1	4.0000000207834
SCARNA5	1	2	0	1	0	0	0	0	1	0	0	0
SCARNA6	0	0	0	5	0	1	0	0	0	0	1	0
SCARNA7	47	69	57	43	44	25	48	69	51	52	36	42
SCARNA8	1	0	4	3	1	0	2	0	0	0	0	0
SCARNA9	82.7075	186.039	96.9282	127.793	63.9427	94.0439	114.146	90.8473	77.3155	52.6747	39.9751	51.9904
SCART1	5	6	1	2	0	0	1	0	0	0	1	0
SCb-64M4.1	3	0	0	0	0	0	0	0	0	0	0	0
SCCPDH	2493	3106	2523	2266	1950	2376	2560	2987	3306	2307	1946	2257
SCD	11615	15059	11322	13563	16601	23779	17483	24503	10998	8404	8672	9705.99
SCD5	3927.1255	5775.768	4176.69	4182.604	1619.0928	2239.7912	2430.145	2750.6812	2924.6263	1963.8947	1957.8643	2103.4876
SCDP1	0	0	1.01069	0	0	1.01521	0	1.01646	1.01231	0	0	0
SCEL	0	0	0	0	0	0	0	0	0	0	0	0
SCEL-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SCFD1	5160.991	6745.999	6876.001	6217.004	3911.007	5156.9994	6261.001	6757.004	6504.9934	3960	4474	4770.9963
SCFD2	5940.999	7676	5409.001	6318	3516.996	4942.0042141	5362.995	5759.003	5484.99700010386	3447.997262	3698.998	4061.001
SCG2	99	85	137	159	599	727	610	706	473	266	283	276
SCG3	1	4.02012	7.07751	4.01434	1.65537	6.000001	2	5	8.68373	5.07267	12.368301	20.12842
SCG5	396.0005	462.0005	305.0004	276.99961	604	707.9996	603.0003377	751	546	289.99950207496	272.999715	311.00005
SCGB1A1	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1B2P	5	4	5	11	0	0	4	0	2	0	3	6
SCGB1C1	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1C2	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D1	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D2	0	0	0	0	0	0	0	0	1	1	0	0
SCGB1D4	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D5P	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2A1	0	0	0	0	0	0	0	0	0	0	0	0
SCGB2A2	4	0	4	6	26	17	27	42	2	0	0	0
SCGB2B2	4.12337	5.09085	10.00762	5.02258	3.00816	6.01221	5.0011	3.00291	5.02106	10.0177	10.2271	0
SCGB2B3P	0	0	0	0	0	0	0	0	0	0	0	0
SCGB3A1	0	0	0	0	0	0	0	0	0	0	0	0
SCGB3A2	5	3	4	9	0	1	0	5	3	4	8	19
SCGN	0	0	0	0	0	0	0	0	0	0	0	0
SCHIP1	22.4123	14.4838	18.2056	7.21491	29.8365	7.23966	0	11.3982	0	3.63694	11.4924	5.90525
SCHLAP1	14.9086	6.1028	10.0025	20.5131	0	2.80222	2.88238	3.64077	11.7354	3.38023	0	1.01627
SCIMP	9.13797	21.03188	27.54607	27.46936	3.29037	19.7851	11.67007	16.53816	11.13045	10.36061	10.50908	13.18504
SCIN	735.247	994.112	734.143	720.492	2596.434	3151.01	3052.317	3125.171	4898.66	3208.695	3430.98	3770.29
SCLT1	488.0858	623.33768	629.6042	691.2	303.11109	455.6554	408.7605	431.8501	513.5914	446.1395	378.06921	431.19652
SCLY	352.315	457.1113	328.0629	408.485	358.5042	443.1598	443.988	587.659	535.449	349.585	316.7091	321.626
SCMH1	1902.99040002144	2407.9251002586	1719.98758	1652.9506256	1131.993312833	1542.97828895	1405.00054023	1470.98689449	1817.98974226151	1224.9873	1186.9916	1120.0001707173
SCML1	344	498	427.9996	434	443	516.99952	476.0002	496.0001	568.9999	417.0004	336.0002	432.0004
SCML2	85.4989	138.629	76.31441	94.217800309033	48.1643	74.0027	50.0405	77.2988	68.011	66.3326	76.581346	77.2659
SCML2P1	0	0	0	0	0	0	0	0	0	0	0	0
SCML2P2	0	3	1	7	9	5	2	3	4	1	1	3
SCML4	0	0	0	0	0	0	0	0	0	0	0	0
SCN10A	0	0	0	0	0	0	0	0	0	0	0	0
SCN11A	8.03598	15.2519	11.1565	16.4827	5.13238	8.24641	12.1977	17.6924	4.02084	9.02243	5.10425	10.0248
SCN1A	1.0157	5.00523	2.00114	3.00481	1.00051	0	1.00048	2.00143	4	0	3	0
SCN1B	293.00039	476.99959	254	272	217	278	310	328	478	293	316	327
SCN2A	53.1851009347075	88.2937	92.0363	80.7036	29.07370022715	29.07060028644	40.0856	55.1496	216.485	131.8817697635	184.394844776	173.486288213
SCN2B	6.03816	6.15219	6.30125	5.02075	2.00111	5.07714	2.00305	7.03089	1.89227	3.00124	1.25265	2.38392
SCN3A	13.109361	2.02989	11.060172	2.0246283812	1.00992	2.01927	0	0	0	1.0020043	0	0
SCN3B	14.1341	24.01669	10.0621	8.00641	23.02438	26.32361	33.0004	27.0921	14.02910330175	16.0038	16.0217	23.0064
SCN4A	1	2	0	1	0	0	0	1	0	0	1.999997	0
SCN4B	0	1	1	2	7	0	0	1	2.999995	1	0	2
SCN5A	0	0	0	0	5	2	1	0	1	4	4	10.000004
SCN7A	0	0	1	4.99999	0	1.999999	0	2	1	0	0	2.000001
SCN8A	1719.4086452	2565.21932536	2454.9430591	1913.49645894	1171.00071813	1473.9988279528	991.99910791726	1003.0000582858	1206.00000003192	746	869.000000201006	931.698000336946
SCN9A	1721.633994	2331.2917045	2312.341	2244.120310159	4683.1241	5995.6347303	5892.056	6036.400896451	592.206	407.012	397.621	488.3934
SCNM1	1306.661	1762.8366	1412.991	1464.8429	980.89	1383.526	1381.873	1556.601	2167.907	1231.2107	1437.755	1414.951
SCNN1A	3.0000000932113	10.0000000405879	8.00001	10.99998420208	14	16.99998	23.000036	19.00001	2.0000000930147	5	6	29.00003
SCNN1B	0	0	0	0	0	0	0	0	0	0	0	0
SCNN1D	5	20	14.0000093	7	7	8	0	0	8.00000248868	1	3	0
SCNN1G	0	2	2	0	1	1	0	1	1	0	2	2
SCO1	2164.787	2984.77	2786.37	2555.51	1347.823	1912.659	1819.251	1869.607	2989.28	1994.733	2102.074	2247.793
SCO2	445.12677	552.7	458.86413	536.4523	328.0767	556.909	565.0353	750.6144	969.59521	543.4026	550.3383	572.9498
SCOC	3274.00429	4582.00067	4040.99646	3010.99741	2571.00279	2755.9959	4167.99799	4042.99528	4327.00095	2930.00464	2474.99777	3093.00134
SCOC-AS1	9	11	13	19.99996	12	18	12	21.99999	16.99995	14	21.00002	15
SCOCP1	2	2	7	0	1	0	1	3	0	0	4	0
SCP2	8181.7294	11278.42031	10860.72	9341.8123	7376.8588	9308.062495964	12363.6934	13451.76406	12501.21819264	7653.29259	8640.28120130673	9335.09863535966
SCP2D1	0	0	0	0	0	0	0	0	0	0	0	0
SCPEP1	2484	3550	3336	2552	1990	2770	2109	2264	2165	1185	1609	1448
SCRG1	71.5992	77.6399	143.301	76.5919	21.9221	20.7485	11.9491	24.3578	39.0655	21.4992	51.0214	39.4982
SCRIB	2361.003786651	2888.001178	1941.003421786	2215.000028	1322.99639	1847.00311257	1151	1395.003545623	2120.00100147988	1671.999	1399.00000158575	1599.00308078
SCRN1	14766.0228	19802.00352	14882.00955	14720.01297	13866.00113	18271.0114	18390.02619	20071.0302	23291.0272	14767.9499	15100.0405	16266.022
SCRN2	635.9999	851.9992	838.9996	754.0003	432	548	688.0001	770.0004	787.0003	508.0005	543.0001	564.9998
SCRN3	1161.0001	1527.9995718	1461.0003	1336.999	992.0005	1324.999	1721	1483	1410.9999	910	946.9999	1092.0001
SCRT1	0	0	1	0	0	1	0	0	1	1	0	0
SCRT2	0	0	0	0	0	0	0	0	0	0	0	0
SCT	0	0	0	0	0	0	0	0	0	0	0	2
SCTR	0	0	0	0	3	0	0	0	0	0	0	0
SCUBE1	6.03162	4.02175	4.05325	1.01291	5.0473	9.10848	3.05602	5.09785	9.31495	3.01826	5.07958	3.015918
SCUBE2	33	79	38	21.999987	76	77	28.00004	39	136	72.00005	53	44
SCUBE3	21285.8	33873.1	15571	16421.3	47263.7	62762.5	31539.1	29540.7	7194.11	5060.03	4320.05	4709.86
SCX	13	14	20	7	3	3	4	6	36	17	16	11
SCYL1	5480.8001	6882.303	5404.465	5150.5001	3824.0495	5317.056	4487.42	5386.2796	6605.5332	4192.6927	4607.0435	4617.536
SCYL2	4531.77	6426.83	5829.68	5024.72	3398.829	4366.67	4886.87	4935.59	5425.73	3828.91	3512.93	3971.9
SCYL3	611.523	762.2852	699.29200429201	596.6225217	394.4321	485.213362	460.45244	456.350732885	773.523	432.46100199762	495.7	543.893000997997
SDAD1	2879.829	3988.911	3792.77	3307.789	1926.931	2386.979	2183.866	2408.925	3242.502	2194.768	2209.459	2595.268
SDAD1P1	127.16	128.05641	205.235	105.199	45.0708	51.022	51.1259	69.07588	138.462	78.2239	106.54075	125.728203912
SDAD1P2	1.00665	5.03337	0	1.00821	0	0	1.00692	0	6.04017	2.00922	1.00238	0
SDAD1P3	0	0	0	0	0	0	0	0	0	0	0	0
SDAD1P4	0	0	0	0	0	0	1	0	0	0	0	0
SDC1	7222.00415	8344.005	6913.004	9146.004	9694.998	13952.98	13535.96402	14273.032	11058.01	7886.0019	7083.001	7269.997
SDC2	5150.007	7096	8053.998	5446.0027	4652	5608	7081.994	7257.0081	7646.9992	4580.004	5746.9974	5762.0028
SDC3	12444.073	17080.236	14130.756	11608.769	4002.987	4831.759	3852.515	3978.74	7824.107	4231.832	5606.807	5930.885
SDC4	8079	11625	12224	9719	5488	7392	8302	9273	16353	9305	11361	12122
SDC4P	0	0	0	0	0	0	0	0	0	0	0	0
SDCBP	7814.9930118301	10792.001	9282.9951	9295.986	7415.99418203849	10168.9961	12913.9842	13649.968	9993.99680469	6922.99800012365	6463.995	7484.99897545
SDCBP2	73	108.73527	88	98.79095	56.99998	71.000000265477	69.9521	82.99998	90.5895	57	38.99999	82
SDCBP2-AS1	108.5901	142.5449	128.6571	144.06748	68.46284	105.874	86.9509	100.5455	111.1672	68.7177	105.76064	100.70643
SDCBP2P1	0	0	0	0	0	0	0	0	0	0	0	0
SDCBPP1	0	1	0	0	0	0	0	0	0	0	0	0
SDCBPP2	0	0	1.00897	1.00852	0	1.00827	0	0	0	0	0	0
SDCBPP3	1.00828	0	0	0	0	0	2.01588	3.03483	0	0	0	0
SDCCAG3	1441	1780.996	1505.975	1856	1054.001	1387.992	1587	1857	2295.988	1433	1666.999	1796
SDCCAG3P1	0	0	0	0	0	0	0	0	2.00904	0	0	0
SDCCAG3P2	0	0	0	0	0	0	0	0	0	0	0	0
SDCCAG8	2065.12	2702.59	1867.04	2327.73	1555.67	2271.34	1619.21	1871.52	1531.95	1154.9	997.78	1177.71
SDE2	1524.23	1858.33	1834.95	1639.22	1055.34	1701.46	1531.81	1804.09	2159.2	1439.2	1549.24	1502.4
SDF2	2993	3931	2866	3059	2466.64	3184.8	3676	4350	4704.84	2931	3165	3339
SDF2L1	557	697	480	691	413	560	686	710	764	490	522	512
SDF4	11156.011	14199.96	12981	10419.998	6967.996	9028	4345.003	4791.998	12281.95	6888	8861.002	9160
SDHA	5315.8776	6740.3305	5275.9545	5704.0473	3155.033	4375.0358	4808.4423	5138.3555	8380.9147	5250.792	5529.5486	6073.9956
SDHAF1	299	367	315	297	125	172	217	220	460	332	298	329
SDHAF2	896.24792	1179.60733	929.485	1056.302	698.159	932.79566	1136.94279	1197.65205	1522.77512	1034.43353	1033.953	1063.936
SDHAF3	325	311	349	486	120	230.9998	249	302	389	215.0003	266	300
SDHAF4	262.546	313.627	266.122	267.11	128.724	158.97	153.931	187.2	418.774	258.809	211.597	307.762
SDHAP1	96.87944	150.68188	114.1749	104.6139	70.224	78.45033	29.95601	31.54054	89.04433	69.1048	65.90812	59.28704
SDHAP2	20.1544	0	0.0163425	9.69135	0	0	0	0	0	0	6.92437	0
SDHAP3	9.24905	15.16685	12.90208	13.61256	95.42836	118.20263	76.7927	151.037	12.75759	20.15136	4.87073	13.16088
SDHB	2753	3416	2846	3268	2234	3065	3780	4106	4505	3064	3105	3374
SDHC	9002.7602	11989.32426	9449.7148	9769.7043	6076.86126	7991.7179	11224.4906	11107.7676	13817.0748	8082.1909	9447.64223	10094.4746
SDHCP1	0	0	0	0	0	1	0	0	0	0	0	0
SDHCP2	0	0	0	0	0	0	0	0	0	0	0	0
SDHCP3	0	0	0	0	0	0	0	0	0	0	0	0
SDHCP4	0	0	0	0	0	0	0	0	0	0	0	0
SDHD	2578.0686	3629.97171	3893.0794	3257.72452	2056.6943	2340.4344	4194.3304	3802.60362	3855.06384	2680.57843	2862.7587	3251.32813
SDHDP1	0	0	0	0	0	0	0	0	0	0	0	0
SDHDP2	0	0	0	0	0	0	0	0	0	0	0	0
SDHDP6	19.9759	37.0517	24.0349	23.1103	0	11.0993	15.6329	14.3751	27.0982	16.4582	35.385	17.5291
SDK1	1	0	0	0	2	0	1	0	2	2	4	6
SDK2	5	3.00031	4	11	1	1	0	0	6.00239	5.00008	4.26946	8
SDPR	1052	1858	1892	811	1016	1036	993	992	786	574	529	625
SDR16C5	0	0	0	0	0	0	0	0	0	0	0	0
SDR16C6P	0	0	0	0	0	0	0	0	0	0	0	0
SDR39U1	404.5207	556.0074	468.19162	451.5996	208.31274092	316.0121	394.71143	458.75989	576.3378	432.12457	422.7653	457.62621
SDR42E1	24.621	33.432	31.463	18.11	10.2639	16.054	8.02306	16.3705	28.0572	16.3852	15.028	10.0172
SDR42E1P1	0	0	0	0	0	0	0	0	0	0	0	0
SDR42E1P2	0	0	0	0	0	0	0	0	0	0	0	0
SDR42E1P3	0	0	0	0	0	0	0	0	0	0	0	0
SDR42E1P4	0	0	0	0	0	0	0	0	0	0	0	0
SDR42E1P5	0	0	0	0	0	0	0	0	0	0	0	0
SDR42E2	2	3	0	2	0	0	0	0	0	0	0	0
SDR9C7	0	0	0	0	0	0	0	0	0	0	0	0
SDS	2	1	0	1	0	4	3	0	0	0	0	0
SDSL	164.2585	162.07698	194	140.1495	110.0719	156.17456	227.1812	295.3032	364.5408	203.1443	276	279.0822
SEBOX	0	0	0	0.9999995	0	0	0	0	0	0	0	0
SEC11A	8072.0021	10596.99	9047.989	9010.0023	4737.9952	6404.0021	8293.999	9318.9997	12167.005	7799.001	8424.99	9124.9891
SEC11B	0	1.01126	1.01711	0	0	0	0	0	0	0	1.00835	1.01108
SEC11C	1185.0264	1321.042	1290.0235	1307.0652	799.0282	1095.0253	1114.002	1206.0096	1742.0291	1217.0004	1168.0193	1366.0143
SEC13	10690.0008	13440.9927	10471.997	10580.9958	7154.006	9665.999	10742.0038	11852.9929	15453.0045	9384.9988	10333.9978	10691.0001
SEC13P1	0	0	0	0	1	0	0	0	0	0	0	0
SEC14L1	4740.4753	6359.962	5473.3049	5186.0533	3767.1683	4910.921	5081.00594430015	5954.987118318	5796.6631	3715.0443	3995.0315	4424.03268
SEC14L1P1	63	83.0254	126.044	111	39	68.0771	51.0188	52.0162	75	78.1176	64	76.0323
SEC14L2	958.999	1201.05	880.9993	1148	517.8377	729.835	638.5644	737.9052	1139.905	637.827	849.9987	808.201
SEC14L3	1.0122	0	1.08363	4.02226	1.02572	2.01772	2.01282	0	3.06271	0	2	2.01362
SEC14L4	4.35769	20.3861	9.13491	30.4556	15.0116	11.1614	10.1294	7.38858	11.008	3.00532	11.000453	3.443207
SEC14L5	16.1219	20.2123	21.19	26.1757	11.0774	24.1384	7.04278	17.1089	33.69	24.0052	21.5025	16.0459
SEC14L6	15.573	15.6012	19.3787	16.7528	22.7465	17.4789	5.12289	12.5297	20.658	4.45406	12.3118	7.37688
SEC16A	11126.9419	14567.942	12679.9658	11316.9666	8007.9677	10862.957	8816.9826	9996.0018	12296.0203	7671.0043	8773.996	9842.9356
SEC16B	131.3551	189.9693	52.4556	70.02289	33.82042	132.641	129.6217	91.41592	108.3176	58.55521	102.0352	3.09479
SEC1P	0	2.46542	0	2.44583	0	4	0	1	1	0	5	0
SEC22A	1126.089	1663.94	1624.6578	1523.275	827.9112	962.368	1393.539	1574.583	1739.938	1114.5559	1281.62	1458.233
SEC22B	9625.18	13473.1	12637.3	10354	8239.99	10912.3	13812.4	15117.7	15315.2	9694.14	11135.5	11847.5
SEC22C	1975.943	2507.077	2086.274	2014.0003	1339.969	1840.8984	2082.7571	2303.1973	2821.6194	1695.6661	1706.446	1684.645
SEC23A	23852.6353	30245.1896	27556.05948	25379.2896	15836.4514	20978.41361	26983.83713	28195.7615	31611.2707807	20260.0895	22527.9848	23624.53585
SEC23B	3741.003159564	4737.002	4013	4124.0009	3194.0025	4399.99897	4849.002809	5446.005	5946.004	3831	3909.005	4148.9996
SEC23IP	4796.014	6488.483	6105.865	5556.828	3227.016	4244.559	4556.363	4926.559	7016.65	4582.877	4719.029	5106.664
SEC24A	5542.777	7551.279	7112.871	5972.237	4703.872	5998.674	6584.544	6993.076	7571.896	4751.291	5056.24	5843.031
SEC24B	3645.683	5431.306	4600.181	4012.363	3251.072	4000.695	4080.033	4417.697	5142.375	3433.242	3281.962	3644.72
SEC24B-AS1	19.32229	15.398	19.46586	18.74176	7.33803	9.6614	19.19611	11.2392	24.04564	7.4304558	20.1898	14.04207
SEC24C	7986.55	10369.31	7676.65	8492.75	5046.41	7173.01	7157.48	7852.96	10791.65	6477.96	7163.76	7633.14
SEC24D	17939.987	24279.951	23805.976	19438.961	12238.003	16148.009	17752.973	19457.966	23235.016	13899.026	16703.973	17794.026
SEC31A	37880.3891094282	51853.26829735	42766.702368283	37735.6123446107	25250.7722266702	33346.9592218833	33231.948402405	36792.8253051754	47209.7437031751	28858.366076162	32520.6987058298	34402.045006103
SEC31B	14	47.2068	45.1976	36	17.1046	24	2	1	9	3	5	0
SEC61A1	45453.508	58588.681	47038.3563	45486.392	32547.497	44351.9532	50323.8975	57019.171	65368.8463	40302.8881	44457.2336	47071.5122
SEC61A2	437.0003	549	340.9999	353.0001	455.40055	605.0008	493.29211	583.9997	828.9996	538.0002	413.9999	505.00024
SEC61B	4761.0023	6163.0042	4995.9967	5133.0011	3254.9979	4461.9951	5685.0033	6193.0038	7419.0002	4888.9971	5004.0048	5568.0008
SEC61G	3653.1372	4823.3632	4654.1794	4229.1186	2997.0128	3628.144	4995.8323	5687.8857	6807.3701	4353.0788	4717.2538	4900.163
SEC62	10556.34	14206.48	13571.68	11296.56	8843.18	11519.26	12119.15	12784.01	13856.98	9139.61	9193.67	10333.77
SEC62-AS1	3.09168	12.1063	1.58976	1.90857	3.50426	6.07888	0	0.642584	9.25138	0	7.56261	1.25761
SEC63	8199.8	11265.7	12668.2	9700.07	6408.21	8475.76	7616.3	8298.29	9419.33	6383.29	6720.88	7685.04
SEC63P1	8.81665	5.73616	13.3406	6.11647	9.01474	2.96899	4.09868	5.58372	5.94272	11.5615	5.74266	2.97149
SEC63P2	0	0	0	0	0	0	0	0	0	0	0	0
SECISBP2	901.9999	1123.9968	1014.0003	968	457.9996	657	555	616.0001	826.9996	577.9995	638.0002	655.0003
SECISBP2L	6110	8367	8039	6912	5206	6889	5848	6550	7027	4319	4598	5290
SECTM1	49	72	37	38	78	63.00005	149.9996	121.00033	360	168.9997	187	181
SEH1L	2041.995	2707.872	2750.872	2658.5	1489.487	1879.003	2123.653	2497.473	3111.697	2035.891	2236.587	2430.997
SEL1L	9948	13587	14548	10762	8148	9988	10352	11014.99509	12120	8249	8836	9889
SEL1L2	6	1	1	3	3	4	4	3	5	1	1	6
SEL1L3	5903.995	7752.002	7979.01	6138	6022	7779.999	7751.992	8080.004	3979	2560.997	3121.997	3317
SELE	0	0	0	0	0	0	0	0	0	0	0	0
SELENBP1	289	371	324.99974242	274.9995	160	192.99978	198	240.00025	252.9996	137	135.0005	191
SELK	1383.964	1756.85	1583.005	1496.413	1109.219	1413.319	1667.385	1807.867	2140.47	1450.337	1532.832	1650
SELL	0	2	0	1	0	0	0	0	7	0	0	1
SELM	4622.003	6062.0001	5011.99727	4292.996	3210.0046	4170.99654	4479.9966	5088.0042	7989.9979	4239.9988	5589.0031	5507.9991
SELO	516.023	785.536	462.03	483.767	465.798	552.817	562.689	594.971	795.412	593	602.221	585.566
SELP	0	0	0	0	0	0	0	0	0	0	0	0
SELPLG	622.9996	740.0005	457	487.9999	303.9999	435.99972	238.0003	279.0004	852	472	525	557.0001
SELT	5662.021	7827.176	5584.8601	5588.9409	4047.95556	5271.0438	6605.1356	6694.9626	8918.9915	6011.00774	5566.10372	6309.02
SELV	3.999999	1.0000004	2.999997	0	0	0	0	0.9999998	0	0	0.9999998	0
SEMA3A	3099	5192	3230	3495	1407	2058.003	1842.995	2164	2871	2252	1963.002	2441
SEMA3B	326.0003	404.00032	529.0001	300.9995	89.99999	120.999500018065	56.99997346	65	157	73.999900290474	127.9999562885	158.999600148395
SEMA3B-AS1	2	8	3	6	0	4	2	1	9	0	5	4
SEMA3C	14366	17672.95	28823.01	18942.99	10816	13387	13068	14902	17777	10641	13128	14425
SEMA3D	393	824.9999	1349.001	572.9999	122	107	183.0002	135.0001	463.9998	267.9999	483.9996	571.0001
SEMA3E	4.09426	6.11463	10.1605	0	5.10239	1.02273	3.06361	8.2174	89.5078	68.0071	64.8464	80.1108
SEMA3F	547	692	394.00000361101	215.9998	528	595	337.0000727227	320	150	64.00003	67	61.999945
SEMA3F-AS1	19.4984	44.6698	22.4488	24.3917	11.2879	32.5462	9.13648	11.1418	11.1692	0	6.07223	6.07262
SEMA3G	7	0	2	2	1	2	0	0	0	2	0	0
SEMA4A	35.0000114596	14.000003	30	39	21	16	7	16	21.00002	11	16	18
SEMA4B	359	443.99996	311.00000526708	353.0003	203.0002	253.0001	226	249.99963	815.0000376817	508.9997	500	518
SEMA4C	425	544	511	434	208	224	190	188	691	392	484	529
SEMA4D	11.301919	26.169962	28.999956	21.000009	27.026859	16.000032	18.9999545	17.06285	21.302634	19.000021	31.417404	31.069629
SEMA4F	786.2159	1071.5779	650.7865	658.728	700.78377	918.2422	674.46723	755.547	1153.9156	760.9939	500.0967	544.7951
SEMA4G	54.117200171917	89.447	40.4649	39.96742	27.0926459	56.67519	58.25859	43.82364	98.3332	49.456	77.72895	87.19253
SEMA5A	4071.32	5484.43	7794.89	4872.37	4460.92	5502.35	6433.92	5741.74	4476.21	2399.89	3865.75	4162.82
SEMA5B	0	1	0	0	0	1	0	0	0	0	1	2
SEMA6A	10	16.999977078	33.6005	18.99997	9	27	14	15.00002	30	20.00002	48.68414	112
SEMA6A-AS1	2	2	5.39954	0	0	0	4	0	0	0	1.31588	0
SEMA6B	3	1.999999	4	3	4	3	3	7	6	1.999999	9	7
SEMA6C	180.99998	310.9999	212.0004074529	245.99991533	119.99991403851	170.99968	159.9998344	224.99989	254.00037236548	136.00031	182.0002	146
SEMA6D	46.9646	90.673438555	30.597565231	46.3517	12.8912	11.13671	8.80847	8.95766	88.99890211352	93.15104	80.62084	85.4078
SEMA7A	12682.006	14903.995	11020	11236.004	14710.984	20655.04	17481.03	19233.002	7609.002	5081.999	4494	4856.003
SEMG1	0	0	0	0	0	0	0	0	0	0	0	0
SEMG2	0	0	0	0	0	0	0	0	0	0	0	0
SENCR	52	66	48	31	42	80	52	92	97	24	50	27
SENP1	1135.647	1454.9995	1541.998	1495.997	638.0003	792.0003	912	1014.000008	1732.649	1114.0008	1192.9997	1336.4157
SENP2	2285.98	3054.62	2942.54	2665.27	1974.94	2744.82	3080.52	3468.52	3192.02	2138.96	2134.19	2434.45
SENP3	2935.74	3526.39	2850.64	3140.35	1843.937	2326.75	2407.61	2950.36	4488.5	2976.55	2974.26	2985.29
SENP3-EIF4A1	41.7109	52.8194	84.4701	62.1712	39.7809	73.624	47.4626	27.7104	75.8212	90.6884	104.227	52.6434
